id,title,artist,genre,mood,instrument,theme,occasion,language,era,audience,tempo,summary,youtube_url
TUVcZfQe-Kw,Levitating Featuring DaBaby,Dua Lipa,Pop music,Exciting,"Singing, Synthesizer, Keyboard","Dance, Celebration","Partying, Clubbing, Dancing",English,"70s, 80s","General, Dance music lovers",102.2727273,"A catchy and addictive pop song with disco influences, featuring energetic beats and vibrant visuals, perfect for dancing and celebrating.",https://www.youtube.com/watch?v=TUVcZfQe-Kw
3inw26U-os4,UN X100TO,Grupo Frontera x Bad Bunny,Salsa music,Nostalgic,"Guitar, Accordion, Saxophone",Love and Regret,"Parties, Celebrations",Spanish,,Latino music fans,83.96 BPM,"The song expresses feelings of nostalgia and regret over a past relationship, blending traditional Latin sounds with modern influences.",https://www.youtube.com/watch?v=3inw26U-os4
WAcnWtZjDWE,Dile Que Tu Me Quieres,Ozuna,Afrobeat,nostalgic,"Singing, Keyboard (musical)",love,celebration,Spanish,2010s,young adults,175.78125 BPM,"A nostalgic love song that resonates with listeners, often associated with celebrations and memorable moments.",https://www.youtube.com/watch?v=WAcnWtZjDWE
T3E9Wjbq44E,Stereo Hearts,Gym Class Heroes ft. Adam Levine,Pop music,Nostalgic,"Singing, Sampler, Synthesizer, Drum and bass, Keyboard","Memories, Nostalgia","Casual listening, Reminiscing",English,2010s,"Young adults, Fans of nostalgic music",90.72580645 BPM,"A nostalgic pop song that evokes memories and emotions, featuring Adam Levine's distinctive vocals.",https://www.youtube.com/watch?v=T3E9Wjbq44E
ME2Hufquz0k,Adrenalina,Wisin,Dance music,Exciting,"Singing, Drum, Bass drum, Snare drum, Cymbal, Synthesizer","Adrenaline, Nostalgia","Summer anthem, Party",Spanish,2010s,"Fans of Latin music, Dance enthusiasts",125 BPM,"A high-energy dance track featuring Wisin, Jennifer Lopez, and Ricky Martin, celebrated for its catchy beat and nostalgic appeal, often associated with summer and parties.",https://www.youtube.com/watch?v=ME2Hufquz0k
vRXZj0DzXIA,Ice Cream (with Selena Gomez),BLACKPINK,Pop music,Exciting,"Singing, Sampler, Synthesizer, Drum machine, Keyboard","Fun, Sweetness","Summer, Parties",English,,Fans of BLACKPINK and Selena Gomez,160.71 BPM,"A vibrant and catchy collaboration between BLACKPINK and Selena Gomez, celebrating sweetness and fun, perfect for summer vibes and parties.",https://www.youtube.com/watch?v=vRXZj0DzXIA
9EHAo6rEuas,Please Forgive Me,Bryan Adams,Pop music,"Nostalgic, Emotional","Guitar, Piano, Steel guitar","Love, Forgiveness, Loss","Memorial, Reflection",English,1990s,"General, Older generations",133.9285714,"A heartfelt ballad that explores themes of love, forgiveness, and the emotional weight of loss, resonating deeply with listeners across generations.",https://www.youtube.com/watch?v=9EHAo6rEuas
VYOjWnS4cMY,This Is America,Childish Gambino,Hip hop music,anxious,"Singing, Synthesizer, Drum machine, Drum kit","social issues, violence, America",,English,modern,"general public, socially conscious listeners",119.68 BPM,"A powerful commentary on gun violence and social issues in America, featuring a mix of hip hop and R&B elements, complemented by striking visuals and choreography.",https://www.youtube.com/watch?v=VYOjWnS4cMY
cedoBlUvBlI,Bonbon,Era Istrefi,Dance music,Nostalgic,"Singing, Drum machine, Synthesizer, Drum kit, Piano","Memories, Fashion","Casual listening, Parties",Albanian,2016,"Young adults, Fans of pop and dance music",127.8409091,"A nostalgic dance track that evokes memories of the past, particularly around fashion trends and youthful experiences. The song has maintained popularity over the years, with listeners reminiscing about its vibe and the iconic jacket featured in the video.",https://www.youtube.com/watch?v=cedoBlUvBlI
UtF6Jej8yb4,The Nights,Avicii,Electronic music,Motivational,"Singing, Keyboard, Drum, Synthesizer",Living a memorable life,"Remembrance, Tribute",English,2010s,"Fans of Avicii, Electronic music lovers",125 BPM,"A motivational anthem encouraging listeners to live a life worth remembering, reflecting on the legacy of Avicii and the impact of his music.",https://www.youtube.com/watch?v=UtF6Jej8yb4
9Sc-ir2UwGU,Firestone,Kygo,Electronic music,Nostalgic,"Singing, Keyboard, Guitar, Synthesizer, Piano","Memories, Love, Youth","Casual listening, Reflective moments",English,2010s,"Young adults, Fans of electronic music",114.8 BPM,"A nostalgic electronic track that evokes memories of youth and carefree times, featuring soothing vocals and a blend of various instruments.",https://www.youtube.com/watch?v=9Sc-ir2UwGU
sPTn0QEhxds,Me Enamoré,Shakira,"Afrobeat, Rhythm and blues, Dance music","Empowered, Reflective, Joyful","Singing, Synthesizer, Keyboard","Love, Heartbreak, Empowerment","Celebration, Personal Reflection",Spanish,,"Fans of Shakira, Young adults",137 BPM,"The song expresses themes of love and heartbreak, showcasing Shakira's emotions and resilience. It resonates with listeners who appreciate her talent and personal journey.",https://www.youtube.com/watch?v=sPTn0QEhxds
vJwKKKd2ZYE,Hot N*gga,Bobby Shmurda,Hip hop music,Exciting,"Singing, Sampler, Synthesizer, Keyboard","Prison, Freedom, Gang culture","Celebration, Party",English,,"Young adults, Hip hop fans",83.96,"The song captures the excitement of freedom after prison, with themes of gang culture and celebration. It has become an anthem in hip hop, resonating with a young audience.",https://www.youtube.com/watch?v=vJwKKKd2ZYE
Cr8K88UcO0s,Tití Me Preguntó,Bad Bunny,"Afrobeat, Reggae, Hip hop music, Rhythm and blues","Energetic, Joyful","Singing, Sampler, Synthesizer","Love, Celebration","Summer, Parties",Spanish,,"Fans of Bad Bunny, Latin music enthusiasts",110 BPM,"A vibrant and energetic song that celebrates love and summer vibes, featuring a mix of Afrobeat and hip hop influences, perfect for parties and joyful gatherings.",https://www.youtube.com/watch?v=Cr8K88UcO0s
VCLxJd1d84s,Buttons,The Pussycat Dolls,"Rhythm and blues, Hip hop music, Pop music, Funk","Sensual, Confident, Exciting","Singing, Drum kit, Cymbal, Hi-hat, Snare drum","Sexiness, Confidence, Dance","Parties, Dance studios, Celebrations",English,2000s,"Young adults, Millennials",106.13207547 BPM,"A sensual and confident song that encourages dancing and self-expression, blending elements of R&B, hip hop, and pop, with memorable beats and a catchy hook featuring Snoop Dogg.",https://www.youtube.com/watch?v=VCLxJd1d84s
ovX1HloCgdA,Sensualidad,Bad Bunny X Prince Royce X J Balvin X Dj Luian X Mambo Kingz,Reggae,Nostalgic,Guitar,Memories of happiness,Reminiscing about the past,Spanish,2010s,Young adults,140.625 BPM,"The song evokes nostalgia and happy memories from the past, particularly around the years 2017-2018, resonating with listeners who reflect on carefree times.",https://www.youtube.com/watch?v=ovX1HloCgdA
IBaSizQyC5g,11:00 PM,Maluma,Afrobeat,Romantic,Guitar,Love and Relationships,Listening at night,Spanish,2020s,Young adults,95.34,"The song '11 PM' by Maluma features a romantic theme, discussing love and relationships with a catchy Afrobeat rhythm. It resonates with young adults and is often enjoyed during nighttime listening sessions.",https://www.youtube.com/watch?v=IBaSizQyC5g
yyDUC1LUXSU,Blurred Lines,Robin Thicke,Funk,Nostalgic,"Singing, Drum kit, Synthesizer","Party, Fun, Seduction","Parties, Celebrations",English,2010s,"Young adults, Teens",119.68 BPM,"A catchy and upbeat song that blends funk and R&B elements, featuring playful lyrics and a party atmosphere. The song evokes nostalgia and is often associated with fun and celebration, despite its controversial themes.",https://www.youtube.com/watch?v=yyDUC1LUXSU
KRaWnd3LJfs,Payphone,Maroon 5,Pop music,Nostalgic,Singing,Love and loss,,English,2010s,,110.2941177,"The song reflects on lost love and longing, capturing a sense of nostalgia and emotional struggle. It features a blend of pop and R&B elements, with memorable lyrics that resonate with listeners, evoking memories of past relationships.",https://www.youtube.com/watch?v=KRaWnd3LJfs
4NRXx6U8ABQ,Blinding Lights,The Weeknd,Synthwave,Nostalgic,Synthesizer,Change and reinvention,"Listening at home, parties",English,2020s,Fans of pop and electronic music,85.22727273 BPM,A nostalgic synthwave track that captures the essence of the 80s while exploring themes of change and personal reinvention.,https://www.youtube.com/watch?v=4NRXx6U8ABQ
qaZ0oAh4evU,Sofia,Alvaro Soler,Pop music,"Nostalgic, Exciting","Singing, Accordion, Synthesizer, Keyboard","Summer vibes, Friendship","Celebration, Nostalgia",Spanish,,"Young adults, Fans of pop music",127.8409091,"A nostalgic pop song that evokes summer vibes and memories of friendship, often associated with celebrations and good times.",https://www.youtube.com/watch?v=qaZ0oAh4evU
qaZ0oAh4evU,Sofia,Alvaro Soler,Pop music,"Nostalgic, Exciting","Singing, Accordion, Synthesizer, Keyboard","Friendship, Summer Vibes","Celebration, Summer",Spanish,2010s,"Young adults, Fans of pop music",127.84090909 BPM,"A nostalgic pop song that evokes summer vibes and memories of friendship, celebrated for its catchy melody and vibrant instrumentation.",https://www.youtube.com/watch?v=qaZ0oAh4evU
HgzGwKwLmgM,Don't Stop Me Now,Queen,Rock music,Energetic,Electric guitar,Celebration,Party,English,1970s,General,156.25 BPM,A high-energy rock anthem celebrating joy and the thrill of living life to the fullest.,https://www.youtube.com/watch?v=HgzGwKwLmgM
_dK2tDK9grQ,Shape Of You,Ed Sheeran,Pop music,Romantic,"Guitar, Synthesizer, Drum",Love and Relationships,"Romantic moments, Performances",English,,"Young adults, Couples",130.8139535,"The song 'Shape Of You' by Ed Sheeran is a romantic pop track that resonates with young couples and is often associated with fun and playful moments in relationships. It features a catchy beat and diverse instrumentation, making it suitable for performances and romantic occasions.",https://www.youtube.com/watch?v=_dK2tDK9grQ
ZaI2IlHwmgQ,Pump It,The Black Eyed Peas,"Hip hop music, Pop music","Nostalgic, Energetic","Drum and bass, Synthesizer, Drum kit","Memories, Youth, Nostalgia","Parties, Workouts, Social gatherings",English,2000s,"Young adults, Teens",100.44642857 BPM,"A nostalgic and energetic song that evokes memories of youth and fun, often associated with parties and workouts.",https://www.youtube.com/watch?v=ZaI2IlHwmgQ
av5JD1dfj_c,Dancing With A Stranger,"Sam Smith, Normani",Pop music,"Nostalgic, Soothing","Singing, Keyboard (musical), Synthesizer, Piano","Love, Heartbreak, Moving On","Nighttime listening, Emotional moments",English,2019,"Fans of R&B and Pop music, Young adults",102.27 BPM,"A collaboration between Sam Smith and Normani that blends soothing vocals with a pop sound, exploring themes of love and heartbreak, making it a nostalgic favorite for many listeners.",https://www.youtube.com/watch?v=av5JD1dfj_c
W-w3WfgpcGg,It Will Rain,Bruno Mars,Pop music,Emotional,"Singing, Drum, Guitar, Keyboard","Heartbreak, Love, Loss","Sad moments, Reflection",English,2010s,"Fans of emotional music, Bruno Mars fans",148.02631579 BPM,"A heartfelt song reflecting on love and heartbreak, resonating with listeners for its emotional depth and relatable themes.",https://www.youtube.com/watch?v=W-w3WfgpcGg
4DO8GsIYfhQ,Cuando Me Enamoro,"Enrique Iglesias, Juan Luis Guerra",Soul music,Nostalgic,"Guitar, Singing",Love,Romantic moments,Spanish,,All ages,125 BPM,"A timeless love song that evokes nostalgia and deep emotions, often associated with romantic memories and significant life moments.",https://www.youtube.com/watch?v=4DO8GsIYfhQ
xKKeqlBQ3Js,Me Acostumbré,"Arcángel, Bad Bunny",Hip hop music,Energetic,"Guitar, Synthesizer","Adaptation, Resilience","Party, Celebration",Spanish,Contemporary,"Young adults, Fans of Latin trap",125 BPM,"The song reflects themes of resilience and adaptation, showcasing a vibrant energy suitable for parties and celebrations. It features a blend of hip hop and trap elements, appealing to a contemporary audience.",https://www.youtube.com/watch?v=xKKeqlBQ3Js
ij_0p_6qTss,The Heart Wants What It Wants,Selena Gomez,"Rhythm and blues, Pop music","Tender, Emotional",Singing,"Love, Heartbreak, Self-worth",,English,2010s,"Young adults, Fans of emotional music",165.4411765,"The song explores themes of love and heartbreak, emphasizing the emotional struggles and complexities of relationships. It resonates with listeners who have experienced similar feelings, making it a poignant reflection on love and self-worth.",https://www.youtube.com/watch?v=ij_0p_6qTss
LsoLEjrDogU,Finesse (Remix),Bruno Mars,"Pop music, Funk, Hip hop music",Exciting,"Singing, Drum and bass, Drum kit, Synthesizer, Keyboard","Nostalgia, Dance, Joy","Party, Celebration",English,1990s,"Fans of Bruno Mars, Cardi B, 90s music lovers",104.16666667 BPM,"A vibrant remix featuring Bruno Mars and Cardi B, celebrating 90s vibes with smooth dance moves and a catchy beat.",https://www.youtube.com/watch?v=LsoLEjrDogU
wzMrK-aGCug,No Type,Rae Sremmurd,Hip hop music,nostalgic,"Singing, Keyboard, Synthesizer, Drum machine","nostalgia, time, youth","parties, reminiscing",English,2010s,"young adults, nostalgic listeners",125 BPM,"A nostalgic hip hop track that evokes memories of simpler times, often associated with youth and carefree moments. The song remains relevant years after its release, celebrated for its catchy beat and relatable themes.",https://www.youtube.com/watch?v=wzMrK-aGCug
Pgmx7z49OEk,Ain't Your Mama,Jennifer Lopez,"Rhythm and blues, Pop music, Afrobeat, Dance music","Empowering, Fun, Touching",Singing,"Women's empowerment, Independence","International Women's Day, Celebrations",English,,"Women, Fans of pop and dance music",160.71 BPM,"The song emphasizes women's independence and challenges traditional gender roles, featuring energetic choreography and a fun, empowering message.",https://www.youtube.com/watch?v=Pgmx7z49OEk
otCpCn0l4Wo,U Can't Touch This,M.C. Hammer,Hip hop music,Exciting,"Drum kit, Synthesizer, Sampler","Timelessness, Nostalgia","Parties, Celebrations",English,1990s,All ages,133.92857143 BPM,"A classic hip hop track that has remained popular for over three decades, celebrated for its catchy beat and memorable lyrics. The song evokes nostalgia and is often associated with parties and celebrations, showcasing M.C. Hammer's unique dance style.",https://www.youtube.com/watch?v=otCpCn0l4Wo
